credit_score,annual_income,loan_amount,loan_term_months,employment_status,property_ownership,debt_to_income_ratio,num_dependents,monthly_income,estimated_monthly_payment,total_dti,loan_eligibility
758,164590,3841,120,Self-employed,Own,0.5796745567773932,2,13715.83,46.6,0.5831,1
307,72027,32183,84,Employed,Rent,0.2394699765583742,2,6002.25,501.61,0.323,0
711,170203,30619,120,Employed,Own,0.3409311359936204,5,14183.58,371.49,0.3671,1
609,185817,31582,36,Employed,Own,0.3723762513995858,5,15484.75,989.67,0.4363,0
577,108170,13509,60,Employed,Mortgage,0.2579842745630659,0,9014.17,273.91,0.2884,0
458,133675,25235,12,Employed,Mortgage,0.5926216791088071,4,11139.58,2195.15,0.7897,0
490,116880,12461,60,Retired,Own,0.5833051796750798,2,9740.0,252.66,0.6092,0
791,37972,41951,24,Employed,Rent,0.2641760905723081,0,3164.33,1897.33,0.8638,0
364,155464,48744,60,Employed,Own,0.3632234655155616,4,12955.33,988.35,0.4395,0
776,142954,17789,12,Employed,Rent,0.2897709666409251,1,11912.83,1547.44,0.4197,1
847,184296,44925,84,Employed,Mortgage,0.4393529903427777,0,15358.0,700.21,0.4849,1
668,63572,11805,24,Retired,Mortgage,0.5412169397357491,4,5297.67,533.91,0.642,0
662,167570,9652,84,Self-employed,Rent,0.3454057831102372,1,13964.17,150.44,0.3562,1
682,127309,35518,36,Employed,Rent,0.3937856426337587,2,10609.08,1113.01,0.4987,1
456,87482,10326,120,Employed,Rent,0.5328163834914479,1,7290.17,125.28,0.55,0
649,83768,20422,24,Self-employed,Own,0.3321870449034008,5,6980.67,923.63,0.4645,0
421,58599,25330,12,Employed,Rent,0.447997031497383,4,4883.25,2203.42,0.8992,0
656,92708,26875,60,Employed,Own,0.1224146489982931,1,7725.67,544.93,0.1929,1
737,128430,29018,36,Employed,Rent,0.5891621074709288,0,10702.5,909.32,0.6741,0
661,182219,23842,60,Employed,Rent,0.4886262491575833,0,15184.92,483.43,0.5205,1
496,122848,46072,12,Unemployed,Mortgage,0.5373820456736558,4,10237.33,4007.73,0.9289,0
593,25034,9808,120,Employed,Own,0.1841801849429675,1,2086.17,119.0,0.2412,0
425,22231,27383,84,Self-employed,Rent,0.2535581059320624,0,1852.58,426.8,0.4839,0
712,185316,2112,24,Self-employed,Mortgage,0.3122772311751358,1,15443.0,95.52,0.3185,1
672,40130,21636,12,Employed,Own,0.3348320338904638,5,3344.17,1882.08,0.8976,0
462,127972,33036,60,Self-employed,Own,0.0807044960594546,1,10664.33,669.85,0.1435,0
618,54462,7984,84,Employed,Own,0.3772491842451888,0,4538.5,124.44,0.4047,0
429,179467,45176,60,Employed,Rent,0.1639361047830585,2,14955.58,916.01,0.2252,0
788,172489,47799,36,Self-employed,Rent,0.2818116677115546,0,14374.08,1497.85,0.386,1
741,69159,41608,24,Self-employed,Own,0.4778637021714916,1,5763.25,1881.82,0.8044,0
620,20596,21480,24,Retired,Rent,0.5819702139288899,4,1716.33,971.48,1.148,0
782,143446,36745,84,Employed,Mortgage,0.5721403832108318,3,11953.83,572.72,0.6201,0
450,75997,2979,24,Self-employed,Mortgage,0.3159335794491538,4,6333.08,134.73,0.3372,0
730,140826,34825,24,Employed,Own,0.5120866254535325,2,11735.5,1575.04,0.6463,0
689,29819,47769,24,Employed,Rent,0.1261170061035935,2,2484.92,2160.46,0.9955,0
462,83871,9193,60,Employed,Rent,0.4491294387472175,2,6989.25,186.4,0.4758,0
398,47704,33304,84,Retired,Own,0.0627103052902792,2,3975.33,519.08,0.1933,0
668,179845,24168,84,Employed,Mortgage,0.276116375521914,4,14987.08,376.69,0.3013,1
331,63299,43454,12,Self-employed,Own,0.2099549113690275,4,5274.92,3780.0,0.9266,0
604,126572,30821,24,Unemployed,Own,0.5653747064281657,4,10547.67,1393.95,0.6975,0
727,194359,42395,24,Employed,Own,0.0516658838588028,3,16196.58,1917.41,0.17,1
490,153751,33067,36,Employed,Own,0.3774278332254759,4,12812.58,1036.2,0.4583,0
687,101448,37433,12,Employed,Rent,0.3182334962822291,4,8454.0,3256.24,0.7034,0
589,39374,34931,84,Retired,Rent,0.5842549341585256,1,3281.17,544.44,0.7502,0
822,53551,32421,60,Employed,Own,0.2543898882125163,1,4462.58,657.38,0.4017,1
792,95737,21725,12,Employed,Mortgage,0.3164535023144276,5,7978.08,1889.82,0.5533,1
763,48692,31385,36,Employed,Own,0.2704952945758859,0,4057.67,983.49,0.5129,0
668,198881,46626,60,Employed,Rent,0.244230627875741,2,16573.42,945.41,0.3013,1
658,49341,10629,24,Self-employed,Own,0.2174756687108882,5,4111.75,480.72,0.3344,0
551,50808,41491,24,Self-employed,Mortgage,0.1940413903515962,4,4234.0,1876.53,0.6372,0
361,85529,43985,36,Unemployed,Rent,0.4474970081103513,2,7127.42,1378.33,0.6409,0
437,172021,42757,36,Self-employed,Rent,0.5587636139703978,1,14335.08,1339.85,0.6522,0
816,123257,8157,120,Employed,Mortgage,0.0754770095813352,4,10271.42,98.97,0.0851,1
692,149909,20558,36,Employed,Own,0.1285143134567709,0,12492.42,644.21,0.1801,1
596,156552,32716,120,Self-employed,Mortgage,0.2722516590609405,5,13046.0,396.94,0.3027,0
818,51419,15894,84,Self-employed,Rent,0.1988212606341683,3,4284.92,247.73,0.2566,1
493,184333,12495,84,Employed,Own,0.1381572185967521,3,15361.08,194.75,0.1508,0
372,60703,45266,60,Self-employed,Rent,0.0957177588745646,1,5058.58,917.83,0.2772,0
468,72127,19951,24,Self-employed,Rent,0.2786737589432594,4,6010.58,902.33,0.4288,0
521,111652,45231,24,Employed,Rent,0.4017136772051353,4,9304.33,2045.68,0.6216,0
828,144369,42021,60,Employed,Rent,0.0168017278815398,3,12030.75,852.03,0.0876,1
393,94432,35256,24,Self-employed,Rent,0.0092089718576701,4,7869.33,1594.53,0.2118,0
752,113372,47062,60,Retired,Own,0.2921484575267187,3,9447.67,954.25,0.3932,1
665,37177,33984,12,Employed,Mortgage,0.006658072346575,5,3098.08,2956.21,0.9609,0
664,62332,8034,60,Employed,Rent,0.1901266537510813,1,5194.33,162.9,0.2215,1
546,164353,26502,24,Employed,Mortgage,0.52569361917267,0,13696.08,1198.61,0.6132,0
767,86847,37174,120,Retired,Own,0.4180716616643163,5,7237.25,451.02,0.4804,1
381,164355,45834,84,Unemployed,Rent,0.1852285290278671,1,13696.25,714.38,0.2374,0
450,125901,22862,84,Employed,Rent,0.2283371805543396,1,10491.75,356.33,0.2623,0
340,192202,4472,84,Retired,Mortgage,0.5219849622809581,1,16016.83,69.7,0.5263,0
517,23587,17231,36,Employed,Rent,0.5566271642934968,4,1965.58,539.96,0.8313,0
782,95089,37402,12,Employed,Rent,0.0494173340885369,1,7924.08,3253.54,0.46,1
368,163998,8580,60,Employed,Rent,0.359849029686739,4,13666.5,173.97,0.3726,0
492,77115,21610,24,Retired,Own,0.0344908579941052,4,6426.25,977.36,0.1866,0
570,159138,11779,24,Retired,Mortgage,0.2370202911631951,5,13261.5,532.73,0.2772,0
729,150404,29710,36,Employed,Rent,0.2000595869637456,2,12533.67,931.0,0.2743,1
379,21235,42710,12,Employed,Own,0.1589408521167676,2,1769.58,3715.28,2.2585,0
502,198210,5598,12,Unemployed,Rent,0.1200451309540504,1,16517.5,486.96,0.1495,0
632,145656,26992,36,Retired,Mortgage,0.5098341998765165,1,12138.0,845.83,0.5795,0
440,150844,41588,84,Self-employed,Mortgage,0.329839222899177,1,12570.33,648.2,0.3814,0
474,167724,7906,84,Employed,Mortgage,0.5473553356432673,5,13977.0,123.22,0.5562,0
461,90906,5431,12,Employed,Rent,0.1570723908610702,3,7575.5,472.43,0.2194,0
367,162546,45581,36,Retired,Own,0.5323083178612509,4,13545.5,1428.34,0.6378,0
370,116077,5605,60,Employed,Rent,0.2813590741921277,3,9673.08,113.65,0.2931,0
415,84575,2635,84,Employed,Rent,0.1879941159894542,4,7047.92,41.07,0.1938,0
718,115241,2669,84,Self-employed,Rent,0.0885292652814561,3,9603.42,41.6,0.0929,1
755,23062,46837,24,Retired,Rent,0.3181509186335156,5,1921.83,2118.31,1.4204,0
687,44773,7467,60,Self-employed,Mortgage,0.1904132279089824,2,3731.08,151.4,0.231,0
469,145033,14451,120,Employed,Rent,0.3758369772151663,1,12086.08,175.33,0.3903,0
474,42265,32722,12,Self-employed,Own,0.0544671327835238,2,3522.08,2846.44,0.8626,0
517,65550,44080,36,Employed,Own,0.501466274853043,2,5462.5,1381.31,0.7543,0
835,171122,43661,84,Employed,Own,0.382292229400675,4,14260.17,680.51,0.43,1
798,182525,30296,36,Employed,Mortgage,0.0798382029409878,1,15210.42,949.37,0.1423,1
614,160018,18516,24,Retired,Mortgage,0.456938953309089,1,13334.83,837.43,0.5197,0
540,199433,7044,60,Self-employed,Own,0.3234177834980287,5,16619.42,142.83,0.332,0
746,24229,17922,24,Self-employed,Mortgage,0.3023972870607448,2,2019.08,810.56,0.7038,0
591,61200,47200,120,Employed,Own,0.5644271505381153,2,5100.0,572.67,0.6767,0
620,133718,27527,12,Self-employed,Mortgage,0.1664684331295537,5,11143.17,2394.53,0.3814,0
615,99158,20225,12,Unemployed,Rent,0.4799950208314857,5,8263.17,1759.34,0.6929,0
375,51783,37234,12,Employed,Own,0.4029095788627256,2,4315.25,3238.93,1.1535,0
436,33142,11289,36,Employed,Own,0.3063659049236154,2,2761.83,353.76,0.4345,0
484,62523,49270,12,Unemployed,Mortgage,0.2912226436253896,1,5210.25,4285.92,1.1138,0
669,24115,32496,120,Employed,Rent,0.485873873728273,4,2009.58,394.27,0.6821,0
561,199623,42945,36,Employed,Mortgage,0.4455473223074769,1,16635.25,1345.74,0.5264,0
332,55349,39917,12,Employed,Mortgage,0.0859862866078666,2,4612.42,3472.32,0.8388,0
437,130577,44002,24,Unemployed,Rent,0.0736072950120527,5,10881.42,1990.09,0.2565,0
624,142937,46035,24,Employed,Rent,0.2410592402494656,5,11911.42,2082.04,0.4159,0
591,58136,24391,36,Employed,Own,0.2014565924441862,2,4844.67,764.33,0.3592,0
437,24730,4261,60,Self-employed,Mortgage,0.3710106407173966,1,2060.83,86.4,0.4129,0
376,20455,49748,60,Unemployed,Rent,0.5624340565362724,2,1704.58,1008.71,1.1542,0
573,66057,15874,36,Unemployed,Rent,0.3187064019249512,1,5504.75,497.43,0.4091,0
707,118266,36490,60,Retired,Rent,0.1855573917101463,4,9855.5,739.89,0.2606,1
410,39942,45148,24,Employed,Rent,0.5976500655297154,3,3328.5,2041.92,1.2111,0
667,77287,14998,36,Self-employed,Own,0.3309734630668835,1,6440.58,469.98,0.4039,1
689,128410,6017,60,Employed,Rent,0.3578216751299939,1,10700.83,122.0,0.3692,1
581,39942,33145,84,Employed,Mortgage,0.0471869035102022,1,3328.5,516.61,0.2024,0
731,93413,35031,12,Self-employed,Mortgage,0.3833507762710194,1,7784.42,3047.29,0.7748,0
831,52676,30110,60,Employed,Rent,0.4051407303329257,4,4389.67,610.52,0.5442,1
784,121287,8341,24,Employed,Own,0.4304589028537842,1,10107.25,377.24,0.4678,1
446,187042,9413,84,Employed,Rent,0.327540193380726,1,15586.83,146.71,0.337,0
341,192045,47797,60,Employed,Rent,0.4726083601515626,0,16003.75,969.15,0.5332,0
834,179236,28762,60,Employed,Mortgage,0.252513391741324,3,14936.33,583.19,0.2916,1
818,60640,44457,60,Self-employed,Rent,0.5950650871439119,0,5053.33,901.43,0.7734,0
576,23543,4601,36,Employed,Rent,0.4057709043286025,3,1961.92,144.18,0.4793,0
536,133762,32793,12,Employed,Mortgage,0.4237537958221921,1,11146.83,2852.61,0.6797,0
333,87501,9799,36,Self-employed,Own,0.1755986448852839,2,7291.75,307.07,0.2177,0
834,179188,46081,120,Employed,Mortgage,0.1757731985309987,2,14932.33,559.09,0.2132,1
753,110259,44199,120,Employed,Mortgage,0.2059167857558013,2,9188.25,536.26,0.2643,1
817,161793,36769,36,Employed,Own,0.5820823240736376,5,13482.75,1152.21,0.6675,0
615,189412,24739,120,Employed,Rent,0.1981895125736373,4,15784.33,300.15,0.2172,0
303,131306,49316,36,Unemployed,Mortgage,0.0121794005392796,2,10942.17,1545.38,0.1534,0
501,84579,18598,120,Employed,Own,0.2032643648209272,2,7048.25,225.65,0.2353,0
691,182306,4653,24,Unemployed,Own,0.4117492974131266,5,15192.17,210.44,0.4256,1
840,32801,19641,84,Employed,Own,0.4359264624261451,2,2733.42,306.13,0.5479,0
626,170636,20127,36,Employed,Rent,0.175927502672033,1,14219.67,630.71,0.2203,0
537,121738,18483,36,Employed,Own,0.2674965223274119,5,10144.83,579.19,0.3246,0
336,78047,30071,84,Employed,Rent,0.0092919318966983,4,6503.92,468.69,0.0814,0
801,82110,13037,24,Employed,Own,0.2073820605019927,1,6842.5,589.63,0.2936,1
760,73183,29896,84,Employed,Mortgage,0.223936384614732,5,6098.58,465.97,0.3003,1
830,125375,27711,36,Self-employed,Own,0.0839222914371271,5,10447.92,868.36,0.167,1
531,178686,27694,36,Self-employed,Own,0.1685281225866667,3,14890.5,867.83,0.2268,0
814,78730,8892,120,Employed,Own,0.5813779963784864,0,6560.83,107.88,0.5978,1
492,116745,16469,120,Employed,Own,0.14714800112836,5,9728.75,199.81,0.1677,0
306,53254,21559,12,Self-employed,Rent,0.2062923332599651,0,4437.83,1875.38,0.6289,0
494,78082,34230,36,Employed,Mortgage,0.0826638024774922,2,6506.83,1072.64,0.2475,0
694,30770,7837,24,Employed,Mortgage,0.0996813471487336,0,2564.17,354.45,0.2379,0
807,78872,23603,24,Retired,Mortgage,0.1898948227438195,5,6572.67,1067.5,0.3523,1
828,58664,39922,36,Self-employed,Mortgage,0.0525791450251865,5,4888.67,1251.01,0.3085,1
644,191228,29537,120,Employed,Own,0.4096706174638418,0,15935.67,358.37,0.4322,0
730,98824,35261,36,Self-employed,Rent,0.3334477671235826,1,8235.33,1104.95,0.4676,1
364,177888,3816,60,Employed,Mortgage,0.2774186438730376,0,14824.0,77.37,0.2826,0
545,186842,47906,12,Employed,Own,0.0183818941420222,4,15570.17,4167.27,0.286,0
537,80323,40044,60,Employed,Mortgage,0.2738765281005148,3,6693.58,811.95,0.3952,0
686,120115,48274,60,Self-employed,Mortgage,0.4270874046286183,3,10009.58,978.82,0.5249,1
557,40189,29451,120,Employed,Own,0.261206417618229,3,3349.08,357.32,0.3679,0
734,176057,13339,60,Employed,Own,0.5344955837631208,4,14671.42,270.47,0.5529,1
733,84761,49656,12,Retired,Mortgage,0.0033773280582129,1,7063.42,4319.5,0.6149,0
677,128024,17819,36,Employed,Own,0.2779226391973365,0,10668.67,558.38,0.3303,1
725,132619,27304,36,Retired,Rent,0.4255257823989183,4,11051.58,855.61,0.5029,1
332,38493,18441,84,Employed,Mortgage,0.3383971152604298,0,3207.75,287.43,0.428,0
415,26763,6179,12,Employed,Rent,0.5074369750351677,2,2230.25,537.5,0.7484,0
793,150915,48695,60,Employed,Mortgage,0.2745142492346992,4,12576.25,987.36,0.353,1
445,159238,46141,120,Employed,Rent,0.569967941094696,5,13269.83,559.82,0.6122,0
327,181409,36387,84,Self-employed,Rent,0.2013703674167035,1,15117.42,567.14,0.2389,0
534,29192,26905,60,Employed,Own,0.4046147925391896,3,2432.67,545.54,0.6289,0
462,169337,19999,36,Employed,Rent,0.0977162038710886,4,14111.42,626.7,0.1421,0
431,110486,18670,24,Employed,Own,0.2769204970428057,0,9207.17,844.39,0.3686,0
562,171577,30764,36,Employed,Rent,0.2169723748779244,1,14298.08,964.03,0.2844,0
634,120467,32695,60,Employed,Rent,0.4873114043072921,5,10038.92,662.94,0.5533,0
527,76863,46171,120,Self-employed,Rent,0.0842308928750701,5,6405.25,560.18,0.1717,0
320,92582,46202,84,Self-employed,Rent,0.3956004765600088,5,7715.17,720.11,0.4889,0
618,153553,13407,24,Employed,Rent,0.4126887508080034,4,12796.08,606.36,0.4601,0
660,116775,6979,84,Employed,Rent,0.5887034053579124,5,9731.25,108.78,0.5999,1
423,163777,33387,84,Retired,Rent,0.0719983618539138,0,13648.08,520.38,0.1101,0
620,79389,48907,12,Employed,Rent,0.3601755656181901,2,6615.75,4254.34,1.0032,0
840,130032,34164,24,Employed,Own,0.2839852341727618,4,10836.0,1545.15,0.4266,1
410,110088,7689,84,Self-employed,Mortgage,0.2591778203905483,2,9174.0,119.84,0.2722,0
813,112234,21325,120,Unemployed,Own,0.5878984597303327,2,9352.83,258.73,0.6156,0
306,58677,31838,84,Retired,Own,0.2420531406929454,3,4889.75,496.23,0.3435,0
338,78574,26071,120,Employed,Mortgage,0.2580198663754259,0,6547.83,316.31,0.3063,0
762,41778,44127,84,Employed,Rent,0.0030154067183933,2,3481.5,687.77,0.2006,0
542,60626,15361,84,Employed,Mortgage,0.5816601148971878,0,5052.17,239.42,0.629,0
794,45026,42179,60,Employed,Rent,0.000812839390426,5,3752.17,855.24,0.2287,0
438,99826,47926,12,Employed,Own,0.2139934475871541,0,8318.83,4169.01,0.7151,0
417,82618,27638,24,Self-employed,Mortgage,0.3227681951311087,1,6884.83,1249.99,0.5043,0
537,186332,25240,12,Employed,Rent,0.3115645564054496,2,15527.67,2195.59,0.453,0
441,67318,16667,84,Employed,Rent,0.5750085544485755,3,5609.83,259.78,0.6213,0
641,143336,48229,36,Employed,Rent,0.557457199658174,2,11944.67,1511.32,0.684,0
533,47368,9533,12,Employed,Own,0.1460933854554887,4,3947.33,829.26,0.3562,0
685,141392,5990,24,Employed,Rent,0.3226588499337453,1,11782.67,270.91,0.3457,1
587,164446,17054,36,Employed,Rent,0.3246099564659314,3,13703.83,534.41,0.3636,0
495,56724,45542,84,Employed,Own,0.3357797890118869,4,4727.0,709.83,0.4859,0
847,112136,49477,120,Unemployed,Own,0.2651965866851142,3,9344.67,600.29,0.3294,1
746,78227,31022,60,Employed,Own,0.0771819800894977,4,6518.92,629.01,0.1737,1
623,45687,43691,120,Employed,Rent,0.0033728324768369,2,3807.25,530.09,0.1426,0
713,175931,39215,24,Unemployed,Rent,0.2215503758091764,1,14660.92,1773.59,0.3425,1
456,91847,41116,36,Employed,Rent,0.1792842685391283,3,7653.92,1288.43,0.3476,0
777,105161,5191,84,Employed,Rent,0.4046870617548165,1,8763.42,80.91,0.4139,1
431,178635,38719,12,Employed,Mortgage,0.5557509521818769,0,14886.25,3368.1,0.782,0
423,52819,32325,60,Employed,Rent,0.2775173013139579,5,4401.58,655.43,0.4264,0
318,190829,6432,12,Unemployed,Rent,0.5102732322896686,4,15902.42,559.51,0.5455,0
347,80790,6321,60,Employed,Mortgage,0.1258354567701621,2,6732.5,128.17,0.1449,0
832,125572,17257,84,Employed,Mortgage,0.2027533014309634,4,10464.33,268.97,0.2285,1
660,142059,39711,12,Employed,Mortgage,0.3978508200394886,4,11838.25,3454.4,0.6897,0
642,23691,32845,60,Self-employed,Rent,0.1442809951467181,2,1974.25,665.98,0.4816,0
389,68624,8608,36,Employed,Rent,0.5815311664602325,2,5718.67,269.74,0.6287,0
717,59241,19913,84,Employed,Rent,0.4632617918166358,3,4936.75,310.37,0.5261,1
625,178694,48841,24,Retired,Mortgage,0.3558676230483614,2,14891.17,2208.95,0.5042,0
384,167855,29744,12,Employed,Mortgage,0.2885101730210535,4,13987.92,2587.38,0.4735,0
784,20181,17385,36,Employed,Own,0.4968774969327235,2,1681.75,544.78,0.8208,0
414,26388,46670,60,Employed,Own,0.2119172044613622,0,2199.0,946.3,0.6422,0
347,116172,17434,84,Employed,Rent,0.2051196239307771,4,9681.0,271.73,0.2332,0
610,35397,35293,24,Unemployed,Rent,0.4050091755500805,2,2949.75,1596.21,0.9461,0
354,186193,36862,12,Self-employed,Rent,0.4396543460938664,3,15516.08,3206.57,0.6463,0
447,88034,42421,36,Employed,Own,0.1549586822795272,2,7336.17,1329.32,0.3362,0
324,153744,37633,84,Unemployed,Rent,0.2313317181484548,1,12812.0,586.56,0.2771,0
821,84629,10053,120,Employed,Rent,0.473033325145316,2,7052.42,121.97,0.4903,1
376,152671,37363,12,Unemployed,Mortgage,0.291660073450713,0,12722.58,3250.15,0.5471,0
566,71362,7109,12,Employed,Rent,0.0353671717873574,4,5946.83,618.4,0.1394,0
688,54366,2427,84,Employed,Rent,0.582699212680785,1,4530.5,37.83,0.591,1
804,51702,36123,60,Employed,Rent,0.1220861733342505,1,4308.5,732.44,0.2921,1
727,89296,5313,120,Employed,Mortgage,0.5306244338403525,5,7441.33,64.46,0.5393,1
345,85043,40606,36,Employed,Rent,0.1188103652874362,0,7086.92,1272.44,0.2984,0
550,197218,42309,60,Self-employed,Mortgage,0.1794978569967748,5,16434.83,857.87,0.2317,0
339,114731,22898,120,Unemployed,Own,0.5992929071739482,4,9560.92,277.82,0.6284,0
415,129683,9477,36,Employed,Own,0.0235965306122023,1,10806.92,296.97,0.0511,0
718,146447,37963,84,Employed,Own,0.5187675127453472,4,12203.92,591.7,0.5673,1
825,83442,31878,120,Retired,Mortgage,0.3784102736911522,5,6953.5,386.77,0.434,1
541,48373,44973,36,Retired,Mortgage,0.1846915067853789,5,4031.08,1409.29,0.5343,0
397,71848,46148,60,Self-employed,Rent,0.0279243716227367,3,5987.33,935.72,0.1842,0
306,35180,23121,120,Employed,Rent,0.3939659956579291,5,2931.67,280.52,0.4897,0
682,91524,26574,60,Employed,Own,0.2211744552292092,1,7627.0,538.82,0.2918,1
322,34319,35638,24,Employed,Rent,0.4800504465686913,0,2859.92,1611.81,1.0436,0
730,105894,23673,36,Self-employed,Mortgage,0.1357511142846476,3,8824.5,741.83,0.2198,1
722,113729,29697,120,Self-employed,Rent,0.0441133820743915,1,9477.42,360.31,0.0821,1
652,118474,23288,12,Employed,Mortgage,0.1583685184112066,5,9872.83,2025.79,0.3636,1
578,176929,40839,24,Self-employed,Mortgage,0.0428810943060492,4,14744.08,1847.04,0.1682,0
559,45951,3772,84,Employed,Rent,0.3230418427116217,2,3829.25,58.79,0.3384,0
833,94542,1520,24,Retired,Mortgage,0.431463486288977,2,7878.5,68.75,0.4402,1
821,160027,2169,84,Unemployed,Own,0.0315546037575798,2,13335.58,33.81,0.0341,1
617,121342,5329,12,Employed,Mortgage,0.0583452514092803,5,10111.83,463.56,0.1042,0
470,94526,24642,36,Employed,Own,0.1915879681391543,4,7877.17,772.19,0.2896,0
331,148878,4724,12,Employed,Mortgage,0.1350781756766794,3,12406.5,410.93,0.1682,0
655,49668,24320,60,Self-employed,Mortgage,0.3752459328730894,1,4139.0,493.12,0.4944,0
378,40628,20251,36,Employed,Own,0.5397577994590474,4,3385.67,634.59,0.7272,0
396,119615,47252,24,Retired,Rent,0.450720164081913,0,9967.92,2137.08,0.6651,0
818,176132,25421,84,Self-employed,Own,0.5971262062732435,1,14677.67,396.22,0.6241,0
465,125353,40584,84,Employed,Rent,0.0945044639364075,2,10446.08,632.55,0.1551,0
421,125833,21595,36,Employed,Mortgage,0.5889459466772562,2,10486.08,676.71,0.6535,0
314,113280,15241,12,Employed,Mortgage,0.1254473843552358,5,9440.0,1325.79,0.2659,0
407,70087,47028,60,Retired,Mortgage,0.0147156267864669,1,5840.58,953.56,0.178,0
785,97781,19637,84,Retired,Mortgage,0.3149176154710696,2,8148.42,306.07,0.3525,1
415,172873,43622,24,Employed,Own,0.4880854617350694,1,14406.08,1972.9,0.625,0
693,137786,5083,120,Self-employed,Rent,0.3802478260344256,5,11482.17,61.67,0.3856,1
708,119303,33107,24,Employed,Own,0.3214331809037927,2,9941.92,1497.34,0.472,1
666,103838,8887,36,Employed,Rent,0.364340604088639,0,8653.17,278.49,0.3965,1
633,152605,34029,36,Employed,Rent,0.3253779231485413,1,12717.08,1066.35,0.4092,0
814,149833,25145,120,Unemployed,Rent,0.444464915216203,2,12486.08,305.08,0.4689,1
698,114140,31104,24,Retired,Mortgage,0.2233025728571322,0,9511.67,1406.75,0.3712,1
469,107481,32456,24,Retired,Mortgage,0.3086180292825863,0,8956.75,1467.9,0.4725,0
578,173322,23286,12,Employed,Rent,0.5483621864800228,1,14443.5,2025.61,0.6886,0
656,49113,30002,24,Self-employed,Mortgage,0.3841728239838362,3,4092.75,1356.91,0.7157,0
344,23749,37035,24,Unemployed,Rent,0.5614393239524074,1,1979.08,1674.99,1.4078,0
431,160325,38218,60,Employed,Own,0.1380858541133443,4,13360.42,774.92,0.1961,0
547,122024,9815,60,Employed,Rent,0.2960163968279967,5,10168.67,199.01,0.3156,0
750,59802,25343,84,Employed,Mortgage,0.4485534678006646,1,4983.5,395.0,0.5278,1
700,76183,6034,12,Employed,Mortgage,0.2291898052071497,0,6348.58,524.89,0.3119,1
521,54086,36151,36,Unemployed,Own,0.1135983219267998,1,4507.17,1132.84,0.3649,0
515,44829,29873,12,Employed,Mortgage,0.1527988982679387,3,3735.75,2598.61,0.8484,0
702,172611,11666,60,Self-employed,Rent,0.0394688832163427,5,14384.25,236.54,0.0559,1
774,119561,7691,24,Retired,Own,0.0741371436708118,5,9963.42,347.84,0.109,1
359,153345,19423,60,Employed,Rent,0.3142003011061974,2,12778.75,393.83,0.345,0
777,56230,8739,120,Self-employed,Rent,0.5547750026964494,1,4685.83,106.03,0.5774,1
426,153741,6888,60,Retired,Mortgage,0.3637378973891373,1,12811.75,139.66,0.3746,0
753,157870,6078,36,Employed,Rent,0.0479100074917731,2,13155.83,190.46,0.0624,1
445,116521,7972,120,Employed,Mortgage,0.3999071954536265,1,9710.08,96.72,0.4099,0
640,47236,32660,60,Employed,Rent,0.5725946390328802,5,3936.33,662.23,0.7408,0
772,104770,24695,84,Unemployed,Rent,0.4218109270923732,0,8730.83,384.9,0.4659,1
332,134184,34841,84,Self-employed,Own,0.0114047402027849,2,11182.0,543.04,0.06,0
803,154991,10191,36,Employed,Rent,0.412109204249229,4,12915.92,319.35,0.4368,1
620,137438,39069,84,Employed,Rent,0.2596589125062506,4,11453.17,608.94,0.3128,0
389,77676,17779,24,Unemployed,Rent,0.4666975545388517,4,6473.0,804.1,0.5909,0
779,159784,37403,12,Employed,Mortgage,0.2234057780984967,5,13315.33,3253.63,0.4678,1
702,68081,38410,60,Employed,Rent,0.4957006644414216,5,5673.42,778.82,0.633,0
486,199567,30424,120,Unemployed,Mortgage,0.3999842994233378,1,16630.58,369.13,0.4222,0
540,159308,10774,36,Unemployed,Mortgage,0.2299022834995478,2,13275.67,337.62,0.2553,0
522,20956,37794,60,Employed,Own,0.1408016600905764,2,1746.33,766.33,0.5796,0
500,137725,28154,120,Self-employed,Rent,0.4303448232188199,0,11477.08,341.59,0.4601,0
705,167652,17836,36,Unemployed,Rent,0.3108360524986543,2,13971.0,558.92,0.3508,1
346,112097,32128,24,Employed,Mortgage,0.0046143524837458,3,9341.42,1453.06,0.1602,0
486,194463,21180,84,Employed,Rent,0.589396422610453,4,16205.25,330.12,0.6098,0
822,87096,45906,12,Employed,Rent,0.0066100824968245,0,7258.0,3993.29,0.5568,1
602,61068,32064,36,Employed,Own,0.4446413008399265,4,5089.0,1004.77,0.6421,0
632,114434,11033,12,Self-employed,Own,0.2323984355382116,0,9536.17,959.74,0.333,0
812,94613,20663,12,Retired,Rent,0.3297217612516174,1,7884.42,1797.44,0.5577,1
813,121833,49723,120,Employed,Rent,0.1432583470349916,4,10152.75,603.28,0.2027,1
484,36304,26193,24,Employed,Mortgage,0.4375362795364695,0,3025.33,1184.64,0.8291,0
547,199676,13986,24,Unemployed,Rent,0.2478754707407872,1,16639.67,632.55,0.2859,0
340,33259,3747,36,Retired,Own,0.229939753331874,2,2771.58,117.42,0.2723,0
661,87135,2750,12,Employed,Own,0.1589974543785285,2,7261.25,239.22,0.1919,1
649,192367,37984,12,Retired,Mortgage,0.3367572280929221,0,16030.58,3304.17,0.5429,0
450,90448,41280,84,Unemployed,Rent,0.524622511062605,5,7537.33,643.4,0.61,0
